enota,leto,spremenljivka,vrednost
276,2018,Capital city population (thousands),"3,552"
288,2005,Urban population (percent),47.3
288,2005,Urban population (percent growth rate per annum),4.1
288,2005,Rural population (percent growth rate per annum),1.3
288,2005,Capital city population (thousands),"1,854"
288,2005,Capital city population (as a percentage of total population),8.6
288,2005,Capital city population (as a percentage of total urban population),18.2
288,2010,Urban population (percent),50.7
288,2010,Urban population (percent growth rate per annum),4.0
288,2010,Rural population (percent growth rate per annum),1.2
288,2010,Capital city population (thousands),"2,060"
288,2010,Capital city population (as a percentage of total population),8.4
288,2010,Capital city population (as a percentage of total urban population),16.6
288,2015,Urban population (percent),54.1
288,2015,Urban population (percent growth rate per annum),3.6
288,2015,Rural population (percent growth rate per annum),0.9
288,2015,Capital city population (thousands),"2,290"
288,2015,Capital city population (as a percentage of total population),8.3
288,2015,Capital city population (as a percentage of total urban population),15.3
288,2018,Urban population (percent),56.1
288,2018,Capital city population (thousands),"2,439"
292,2005,Urban population (percent),100.0
292,2005,Urban population (percent growth rate per annum),0.6
292,2005,Rural population (percent growth rate per annum),0.0
292,2010,Urban population (percent),100.0
292,2010,Urban population (percent growth rate per annum),0.7
292,2010,Rural population (percent growth rate per annum),0.0
292,2015,Urban population (percent),100.0
292,2015,Urban population (percent growth rate per annum),0.6
292,2015,Rural population (percent growth rate per annum),0.0
292,2018,Urban population (percent),100.0
292,2018,Capital city population (thousands),35
300,2005,Urban population (percent),74.5
300,2005,Urban population (percent growth rate per annum),0.8
300,2005,Rural population (percent growth rate per annum),-1.0
300,2005,Capital city population (thousands),"3,180"
300,2005,Capital city population (as a percentage of total population),28.1
300,2005,Capital city population (as a percentage of total urban population),37.8
300,2010,Urban population (percent),76.3
300,2010,Urban population (percent growth rate per annum),0.7
300,2010,Rural population (percent growth rate per annum),-1.2
300,2010,Capital city population (thousands),"3,170"
300,2010,Capital city population (as a percentage of total population),27.7
300,2010,Capital city population (as a percentage of total urban population),36.3
300,2015,Urban population (percent),78.0
300,2015,Urban population (percent growth rate per annum),0.1
300,2015,Rural population (percent growth rate per annum),-1.9
300,2015,Capital city population (thousands),"3,161"
300,2015,Capital city population (as a percentage of total population),28.2
300,2015,Capital city population (as a percentage of total urban population),36.1
300,2018,Urban population (percent),79.1
300,2018,Capital city population (thousands),"3,156"
304,2005,Urban population (percent),82.9
304,2005,Urban population (percent growth rate per annum),0.6
304,2005,Rural population (percent growth rate per annum),-1.1
304,2010,Urban population (percent),84.4
304,2010,Urban population (percent growth rate per annum),0.3
304,2010,Rural population (percent growth rate per annum),-2.0
304,2015,Urban population (percent),86.1
304,2015,Urban population (percent growth rate per annum),0.3
304,2015,Rural population (percent growth rate per annum),-2.4
304,2018,Urban population (percent),86.8
304,2018,Capital city population (thousands),18
308,2005,Urban population (percent),35.9
308,2005,Urban population (percent growth rate per annum),0.4
308,2005,Rural population (percent growth rate per annum),0.2
308,2010,Urban population (percent),35.9
308,2010,Urban population (percent growth rate per annum),0.3
308,2010,Rural population (percent growth rate per annum),0.3
308,2015,Urban population (percent),36.0
308,2015,Urban population (percent growth rate per annum),0.5
308,2015,Rural population (percent growth rate per annum),0.4
308,2018,Urban population (percent),36.3
308,2018,Capital city population (thousands),39
312,2005,Urban population (percent),98.4
312,2005,Urban population (percent growth rate per annum),0.7
312,2005,Rural population (percent growth rate per annum),0.7
312,2010,Urban population (percent),98.4
312,2010,Urban population (percent growth rate per annum),0.5
312,2010,Rural population (percent growth rate per annum),0.4
312,2015,Urban population (percent),98.4
312,2015,Urban population (percent growth rate per annum),0.0
312,2015,Rural population (percent growth rate per annum),-0.4
312,2018,Urban population (percent),98.5
312,2018,Capital city population (thousands),58
316,2005,Urban population (percent),93.6
316,2005,Urban population (percent growth rate per annum),0.5
316,2005,Rural population (percent growth rate per annum),-1.1
316,2010,Urban population (percent),94.1
316,2010,Urban population (percent growth rate per annum),0.2
316,2010,Rural population (percent growth rate per annum),-1.4
316,2015,Urban population (percent),94.5
316,2015,Urban population (percent growth rate per annum),0.4
316,2015,Rural population (percent growth rate per annum),-1.2
316,2018,Urban population (percent),94.8
316,2018,Capital city population (thousands),147
320,2005,Urban population (percent),46.9
320,2005,Urban population (percent growth rate per annum),3.0
320,2005,Rural population (percent growth rate per annum),1.8
320,2005,Capital city population (thousands),"2,302"
320,2005,Capital city population (as a percentage of total population),17.6
320,2005,Capital city population (as a percentage of total urban population),37.5
320,2010,Urban population (percent),48.4
320,2010,Urban population (percent growth rate per annum),2.8
320,2010,Rural population (percent growth rate per annum),1.6
320,2010,Capital city population (thousands),"2,560"
320,2010,Capital city population (as a percentage of total population),17.5
320,2010,Capital city population (as a percentage of total urban population),36.2
320,2015,Urban population (percent),50.0
320,2015,Urban population (percent growth rate per annum),2.7
320,2015,Rural population (percent growth rate per annum),1.5
320,2015,Capital city population (thousands),"2,738"
320,2015,Capital city population (as a percentage of total population),16.8
320,2015,Capital city population (as a percentage of total urban population),33.7
320,2018,Urban population (percent),51.1
320,2018,Capital city population (thousands),"2,851"
324,2005,Urban population (percent),32.3
324,2005,Urban population (percent growth rate per annum),2.8
324,2005,Rural population (percent growth rate per annum),1.5
324,2005,Capital city population (thousands),"1,345"
324,2005,Capital city population (as a percentage of total population),13.9
324,2005,Capital city population (as a percentage of total urban population),43.1
324,2010,Urban population (percent),33.7
324,2010,Urban population (percent growth rate per annum),3.0
324,2010,Rural population (percent growth rate per annum),1.8
